100.4769,2.678028
100.2503,2.678028
96.63406,2.678028
96.5815,2.678028
92.57373,2.678028
92.52797,2.678028
86.5778,2.678028
86.53216,2.678028
82.24074,2.678028
82.19265,2.678028
80.10461,2.678028
80.05696,2.678028
76.01211,2.678028
75.95957,2.678028
71.69584,2.678028
71.64922,2.678028
67.38631,2.678028
67.32919,2.678028
63.02988,2.678028
62.98208,2.678028
58.74737,2.678028
58.70008,2.678028
52.48658,2.678028
52.42698,2.678028
48.45812,2.678028
48.33003,2.678028
46.23693,2.678028
46.1876,2.678028
42.42333,2.678028
42.37421,2.678028
38.32317,2.678028
38.27613,2.678028
33.78654,2.678028
33.73391,2.678028
29.92609,2.678028
29.87815,2.678028
25.67309,2.678028
25.54519,2.678028
71.7223,2.71675
41.69091,2.71675
11.72094,2.71675
3.967998,2.71675
-20.99413,7.61675
-29.08362,7.140485
71.88525,2.71675
41.91138,2.71675
11.61708,2.71675
3.703733,2.71675
-19.0389,8.15675
